Date,Time,Para_name,Value,Dimension
01/29/2020,11:27:04,GEN_V_L1-L2,0,V
01/29/2020,11:27:04,GEN_V_L2-L3,0,V
01/29/2020,11:27:04,GEN_V_L3-L1,0,V
01/29/2020,11:27:05,GEN_I_L1,0,A
01/29/2020,11:27:05,GEN_I_L2,0,A
01/29/2020,11:27:05,GEN_I_L3,0,A
01/29/2020,11:27:05,GEN_RPM,0,RPM
01/29/2020,11:27:06,GEN_FREQ,0.0,Hz
01/29/2020,11:27:06,GEN_kW,0,kW
01/29/2020,11:27:06,GEN_kW_L1,0,kW
01/29/2020,11:27:06,GEN_kW_L2,0,kW
01/29/2020,11:27:07,GEN_kW_L3,0,kW
01/29/2020,11:27:07,GEN_NOM_kVA,800,kVA
01/29/2020,11:27:07,GEN_kVAr,0,kVAr
01/29/2020,11:27:08,GEN_KVAr_L1,0,kVAr
01/29/2020,11:27:08,GEN_kVAr_L2,0,kVAr
01/29/2020,11:27:08,GEN_kVAr_L3,0,kVAr
01/29/2020,11:27:08,GEN_PF,0.0,UNIT
01/29/2020,11:27:09,GEN_PF_L1,0.0,UNIT
01/29/2020,11:27:09,GEN_PF_L2,0.0,UNIT
01/29/2020,11:27:09,GEN_PF_L3,0.0,UNIT
01/29/2020,11:27:09,GEN_kVA,0,kVA
01/29/2020,11:27:10,GEN_kVA_L1,0,kVA
01/29/2020,11:27:10,GEN_kVA_L2,0,kVA
01/29/2020,11:27:10,GEN_kVA_L3,0,kVA
01/29/2020,11:27:10,GEN_E_FAULT,655.35,A
01/29/2020,11:27:11,BAT_VOLT,21.4,V
01/29/2020,11:27:11,CHR_VOLT,21.3,V
01/29/2020,11:27:11,OIL_PRESS,3276.8,BAR
01/29/2020,11:27:12,ENG_TEMP,32768,DEG CELCIUS
01/29/2020,11:27:12,FUEL_LEVEL,32768,%
01/29/2020,11:27:12,PYGEN_READ,0,BIN
01/29/2020,11:30:09,PYGEN_READ,1,BIN
01/29/2020,11:30:09,Date,Time,Para_name,Value,Dimension
01/29/2020,11:30:09,GEN_V_L1-N,0,V
01/29/2020,11:30:10,GEN_V_L2-N,0,V
01/29/2020,11:30:10,GEN_V_L3-N,0,V
01/29/2020,11:30:10,GEN_V_L1-L2,0,V
01/29/2020,11:30:10,GEN_V_L2-L3,0,V
01/29/2020,11:30:11,GEN_V_L3-L1,0,V
01/29/2020,11:30:11,GEN_I_L1,0,A
01/29/2020,11:30:11,GEN_I_L2,0,A
01/29/2020,11:30:11,GEN_I_L3,0,A
01/29/2020,11:30:12,GEN_RPM,0,RPM
01/29/2020,11:30:12,GEN_FREQ,0.0,Hz
01/29/2020,11:30:12,GEN_kW,0,kW
01/29/2020,11:30:12,GEN_kW_L1,0,kW
01/29/2020,11:30:13,GEN_kW_L2,0,kW
01/29/2020,11:30:13,GEN_kW_L3,0,kW
01/29/2020,11:30:13,GEN_NOM_kVA,800,kVA
01/29/2020,11:30:14,GEN_kVAr,0,kVAr
01/29/2020,11:30:14,GEN_KVAr_L1,0,kVAr
01/29/2020,11:30:14,GEN_kVAr_L2,0,kVAr
01/29/2020,11:30:14,GEN_kVAr_L3,0,kVAr
01/29/2020,11:30:15,GEN_PF,0.0,UNIT
01/29/2020,11:30:15,GEN_PF_L1,0.0,UNIT
01/29/2020,11:30:15,GEN_PF_L2,0.0,UNIT
01/29/2020,11:30:15,GEN_PF_L3,0.0,UNIT
01/29/2020,11:30:16,GEN_kVA,0,kVA
01/29/2020,11:30:16,GEN_kVA_L1,0,kVA
01/29/2020,11:30:16,GEN_kVA_L2,0,kVA
01/29/2020,11:30:17,GEN_kVA_L3,0,kVA
01/29/2020,11:30:17,GEN_E_FAULT,655.35,A
01/29/2020,11:30:17,BAT_VOLT,21.4,V
01/29/2020,11:30:17,CHR_VOLT,21.3,V
01/29/2020,11:30:18,OIL_PRESS,3276.8,BAR
01/29/2020,11:30:18,ENG_TEMP,32768,DEG CELCIUS
01/29/2020,11:30:18,FUEL_LEVEL,32768,%
01/29/2020,11:30:18,PYGEN_READ,0,BIN
01/29/2020,11:31:38,PYGEN_READ,1,BIN
01/29/2020,11:31:38,GEN_V_L1-N,0,V
01/29/2020,11:31:38,GEN_V_L2-N,0,V
01/29/2020,11:31:39,GEN_V_L3-N,0,V
01/29/2020,11:31:39,GEN_V_L1-L2,0,V
01/29/2020,11:31:39,GEN_V_L2-L3,0,V
01/29/2020,11:31:39,GEN_V_L3-L1,0,V
01/29/2020,11:31:40,GEN_I_L1,0,A
01/29/2020,11:31:40,GEN_I_L2,0,A
01/29/2020,11:31:40,GEN_I_L3,0,A
01/29/2020,11:31:41,GEN_RPM,0,RPM
01/29/2020,11:31:41,GEN_FREQ,0.0,Hz
01/29/2020,11:31:41,GEN_kW,0,kW
01/29/2020,11:31:41,GEN_kW_L1,0,kW
01/29/2020,11:31:42,GEN_kW_L2,0,kW
01/29/2020,11:31:42,GEN_kW_L3,0,kW
01/29/2020,11:31:42,GEN_NOM_kVA,800,kVA
01/29/2020,11:31:42,GEN_kVAr,0,kVAr
01/29/2020,11:31:43,GEN_KVAr_L1,0,kVAr
01/29/2020,11:31:43,GEN_kVAr_L2,0,kVAr
01/29/2020,11:31:43,GEN_kVAr_L3,0,kVAr
01/29/2020,11:31:43,GEN_PF,0.0,UNIT
01/29/2020,11:31:44,GEN_PF_L1,0.0,UNIT
01/29/2020,11:31:44,GEN_PF_L2,0.0,UNIT
01/29/2020,11:31:44,GEN_PF_L3,0.0,UNIT
01/29/2020,11:31:44,GEN_kVA,0,kVA
01/29/2020,11:31:45,GEN_kVA_L1,0,kVA
01/29/2020,11:31:45,GEN_kVA_L2,0,kVA
01/29/2020,11:31:45,GEN_kVA_L3,0,kVA
01/29/2020,11:31:46,GEN_E_FAULT,655.35,A
01/29/2020,11:31:46,BAT_VOLT,21.4,V
01/29/2020,11:31:46,CHR_VOLT,21.3,V
01/29/2020,11:31:46,OIL_PRESS,3276.8,BAR
01/29/2020,11:31:47,ENG_TEMP,32768,DEG CELCIUS
01/29/2020,11:31:47,FUEL_LEVEL,32768,%
01/29/2020,11:31:47,PYGEN_READ,0,BIN
01/29/2020,11:35:42,PYGEN_READ,1,BIN
01/29/2020,11:35:43,GEN_V_L1-N,0,V
01/29/2020,11:35:43,GEN_V_L2-N,0,V
01/29/2020,11:35:43,GEN_V_L3-N,0,V
01/29/2020,11:35:43,GEN_V_L1-L2,0,V
01/29/2020,11:35:44,GEN_V_L2-L3,0,V
01/29/2020,11:35:44,GEN_V_L3-L1,0,V
01/29/2020,11:35:44,GEN_I_L1,0,A
01/29/2020,11:35:44,GEN_I_L2,0,A
01/29/2020,11:35:45,GEN_I_L3,0,A
01/29/2020,11:35:45,GEN_RPM,0,RPM
01/29/2020,11:35:45,GEN_FREQ,0.0,Hz
01/29/2020,11:35:46,GEN_kW,0,kW
01/29/2020,11:35:46,GEN_kW_L1,0,kW
01/29/2020,11:35:46,GEN_kW_L2,0,kW
01/29/2020,11:35:46,GEN_kW_L3,0,kW
01/29/2020,11:35:47,GEN_NOM_kVA,800,kVA
01/29/2020,11:35:47,GEN_kVAr,0,kVAr
01/29/2020,11:35:47,GEN_KVAr_L1,0,kVAr
01/29/2020,11:35:47,GEN_kVAr_L2,0,kVAr
01/29/2020,11:35:48,GEN_kVAr_L3,0,kVAr
01/29/2020,11:35:48,GEN_PF,0.0,UNIT
01/29/2020,11:35:48,GEN_PF_L1,0.0,UNIT
01/29/2020,11:35:48,GEN_PF_L2,0.0,UNIT
01/29/2020,11:35:49,GEN_PF_L3,0.0,UNIT
01/29/2020,11:35:49,GEN_kVA,0,kVA
01/29/2020,11:35:49,GEN_kVA_L1,0,kVA
01/29/2020,11:35:50,GEN_kVA_L2,0,kVA
01/29/2020,11:35:50,GEN_kVA_L3,0,kVA
01/29/2020,11:35:50,GEN_E_FAULT,655.35,A
01/29/2020,11:35:50,BAT_VOLT,21.4,V
01/29/2020,11:35:51,CHR_VOLT,21.3,V
01/29/2020,11:35:51,OIL_PRESS,3276.8,BAR
01/29/2020,11:35:51,ENG_TEMP,32768,DEG CELCIUS
01/29/2020,11:35:51,FUEL_LEVEL,32768,%
01/29/2020,11:35:51,PYGEN_READ,0,BIN
01/29/2020,11:38:28,PYGEN_READ,1,BIN
01/29/2020,13:04:23,PYGEN_READ,1,BIN
01/29/2020,13:04:38,PYGEN_READ,1,BIN
01/29/2020,13:05:04,PYGEN_READ,1,BIN
01/29/2020,13:05:21,PYGEN_READ,1,BIN
01/29/2020,13:05:44,PYGEN_READ,1,BIN
01/29/2020,13:07:30,PYGEN_READ,1,BIN
01/29/2020,13:08:15,PYGEN_READ,1,BIN
01/29/2020,13:08:15,GEN_V_L1-N,0,V
01/29/2020,13:08:15,GEN_V_L2-N,0,V
01/29/2020,13:08:16,GEN_V_L3-N,0,V
01/29/2020,13:08:16,GEN_V_L1-L2,0,V
01/29/2020,13:08:16,GEN_V_L2-L3,0,V
01/29/2020,13:08:16,GEN_V_L3-L1,0,V
01/29/2020,13:08:17,GEN_I_L1,0,A
01/29/2020,13:08:17,GEN_I_L2,0,A
01/29/2020,13:08:17,GEN_I_L3,0,A
01/29/2020,13:08:17,GEN_RPM,0,RPM
01/29/2020,13:08:18,GEN_FREQ,0.0,Hz
01/29/2020,13:08:18,GEN_kW,0,kW
01/29/2020,13:08:18,GEN_kW_L1,0,kW
01/29/2020,13:08:18,GEN_kW_L2,0,kW
01/29/2020,13:08:19,GEN_kW_L3,0,kW
01/29/2020,13:08:19,GEN_NOM_kVA,800,kVA
01/29/2020,13:08:19,GEN_kVAr,0,kVAr
01/29/2020,13:08:20,GEN_KVAr_L1,0,kVAr
01/29/2020,13:08:20,GEN_kVAr_L2,0,kVAr
01/29/2020,13:08:20,GEN_kVAr_L3,0,kVAr
01/29/2020,13:08:20,GEN_PF,0.0,UNIT
01/29/2020,13:08:21,GEN_PF_L1,0.0,UNIT
01/29/2020,13:08:21,GEN_PF_L2,0.0,UNIT
01/29/2020,13:08:21,GEN_PF_L3,0.0,UNIT
01/29/2020,13:08:21,GEN_kVA,0,kVA
01/29/2020,13:08:22,GEN_kVA_L1,0,kVA
01/29/2020,13:08:22,GEN_kVA_L2,0,kVA
01/29/2020,13:08:22,GEN_kVA_L3,0,kVA
01/29/2020,13:08:22,GEN_E_FAULT,655.35,A
01/29/2020,13:08:23,BAT_VOLT,21.4,V
01/29/2020,13:08:23,CHR_VOLT,21.3,V
01/29/2020,13:08:23,OIL_PRESS,3276.8,BAR
01/29/2020,13:08:23,ENG_TEMP,32768,DEG CELCIUS
01/29/2020,13:08:24,FUEL_LEVEL,32768,%
01/29/2020,13:08:24,PYGEN_READ,0,BIN
01/29/2020,13:09:36,PYGEN_READ,1,BIN
01/29/2020,13:09:37,GEN_V_L1-N,0,V
01/29/2020,13:09:37,GEN_V_L2-N,0,V
01/29/2020,13:09:37,GEN_V_L3-N,0,V
01/29/2020,13:09:37,GEN_V_L1-L2,0,V
01/29/2020,13:09:38,GEN_V_L2-L3,0,V
01/29/2020,13:09:38,GEN_V_L3-L1,0,V
01/29/2020,13:09:38,GEN_I_L1,0,A
01/29/2020,13:09:38,GEN_I_L2,0,A
01/29/2020,13:09:39,GEN_I_L3,0,A
01/29/2020,13:09:39,GEN_RPM,0,RPM
01/29/2020,13:09:39,GEN_FREQ,0.0,Hz
01/29/2020,13:09:39,GEN_kW,0,kW
01/29/2020,13:09:40,GEN_kW_L1,0,kW
01/29/2020,13:09:40,GEN_kW_L2,0,kW
01/29/2020,13:09:40,GEN_kW_L3,0,kW
01/29/2020,13:09:40,GEN_NOM_kVA,800,kVA
01/29/2020,13:09:41,GEN_kVAr,0,kVAr
01/29/2020,13:09:41,GEN_KVAr_L1,0,kVAr
01/29/2020,13:09:41,GEN_kVAr_L2,0,kVAr
01/29/2020,13:09:42,GEN_kVAr_L3,0,kVAr
01/29/2020,13:09:42,GEN_PF,0.0,UNIT
01/29/2020,13:09:42,GEN_PF_L1,0.0,UNIT
01/29/2020,13:09:42,GEN_PF_L2,0.0,UNIT
01/29/2020,13:09:43,GEN_PF_L3,0.0,UNIT
01/29/2020,13:09:43,GEN_kVA,0,kVA
01/29/2020,13:09:43,GEN_kVA_L1,0,kVA
01/29/2020,13:09:43,GEN_kVA_L2,0,kVA
01/29/2020,13:09:44,GEN_kVA_L3,0,kVA
01/29/2020,13:09:44,GEN_E_FAULT,655.35,A
01/29/2020,13:09:44,BAT_VOLT,21.4,V
01/29/2020,13:09:44,CHR_VOLT,21.3,V
01/29/2020,13:09:45,OIL_PRESS,3276.8,BAR
01/29/2020,13:09:45,ENG_TEMP,32768,DEG CELCIUS
01/29/2020,13:09:45,FUEL_LEVEL,32768,%
01/29/2020,13:09:45,PYGEN_READ,0,BIN
